Vmag,Plx,e_Plx,B-V,SpType,Amag,TargetClass
8.81,6.53,1.15,0.841,G8V,17.884567,1
8.41,2.05,1.26,1.91,K1III,14.968769,0
4.11,22.42,0.57,1.006,K0III,15.863178,0
8.71,17.86,0.82,0.765,G8IV/V,19.969408,1
8.45,2.11,1.1,0.764,G3III,15.071412,0
6.82,1.83,0.84,1.652,K7III,13.132256,0
6.7,6.12,0.73,1.007,K0III,15.633757,0
8.52,0.49,1.92,0.22,B0.5III,11.970981,0
9.09,2.01,1.28,0.495,A0III/IV,15.60598,1
8.08,0.96,0.93,0.108,B9III,12.991356,0
6.72,5.1,1.02,0.193,A5V,15.257851,1
7.28,10.94,0.94,0.515,F5V,17.475086,1
10.8,1.54,2.91,0.824,G8III,16.737604,0
9.38,19.36,1.04,0.92,K2V,20.814526,1
7.9,1.2,0.84,1.25,K1/K2III,13.295906,0
8.05,0.59,1.08,1.543,K3III,11.904261,0
10.68,-0.24,1.78,-0.028,B3IV,12.581057,1
8.28,5.35,1.23,1.167,K1III,16.921768,0
9.55,4.85,1.39,0.533,A8IV/V,17.978708,1
7.14,4.78,0.84,0.988,K0III,15.53714,0
7.64,9.9,0.91,0.538,F6/F7IV,17.618176,1
8.89,7.23,3.71,0.609,G3V,18.185692,1
8.79,3.29,1.65,1.514,K4III,16.37598,0
6.14,2.4,0.52,1.254,K2III,13.041056,0
8.34,1.75,1.23,0.57,B1Iab,14.555191,0
6.68,6.49,0.71,1.197,K1/K2III,15.741222,0
7.14,2.13,0.98,1.136,K0III,13.7818985,0
9.24,0.96,1.08,1.107,G8/K0III,14.151356,0
8.08,2.17,1.19,0.044,B9V,14.762299,1
7.49,5.48,0.84,-0.028,B9Vp...,16.183903,1
8.34,2.4,1.16,1.221,K1III,15.241056,0
8.02,5.52,1.03,1.094,K0III,16.729696,0
9.31,6.62,1.34,0.391,A2IV,18.414291,1
7.51,5.11,1.27,0.073,B9V,16.052105,1
7.42,6.97,0.8,0.079,A0V,16.636164,1
6.37,10.76,0.77,0.443,F5IV:,16.52906,1
8.04,6.21,0.62,1.108,K1III,17.005459,0
7.62,2.87,1.08,1.228,K0III,14.9094095,0
8.5,4.8,1.12,0.935,G8III,16.906206,0
9.43,1.06,1.11,0.755,K5/M0III,14.55653,0
8.71,4.38,1.06,1.077,K1III,16.91737,0
8.45,1.62,1.59,1.0,G6III,14.497575,0
7.95,4.08,0.96,0.979,G9III,16.0033,0
7.49,3.85,1.08,0.973,K0III,15.417303,0
9.61,5.83,1.54,0.581,F5V,18.438343,1
6.33,3.64,0.59,-0.127,B3V,14.135508,1
8.49,1.26,0.79,1.468,K3III,13.991852,0
10.11,18.46,6.75,0.967,K1/K2V,21.441158,1
9.54,4.41,1.56,0.518,F3V,17.762192,1
8.85,4.32,1.7,1.046,G8/K0III,17.02742,0
8.2,5.3,1.01,-0.008,B9.5V,16.821379,1
7.06,9.06,1.81,0.401,F3IV/V,16.845642,1
8.66,3.41,1.31,1.156,G8III,16.323772,0
7.94,10.21,1.09,0.466,F3/F5V,17.985128,1
9.6,10.79,1.82,0.602,G2V,19.765108,1
5.45,7.14,0.96,-0.041,A0III,14.718492,0
8.4,4.88,1.22,0.287,A1IV,16.842098,1
8.6,3.59,1.37,0.501,F3V,16.375473,1
8.28,3.67,0.61,0.016,A1Vn,16.103329,1
9.87,5.72,1.23,0.612,G5V,18.656979,1
8.66,0.39,1.39,1.068,K0/K1III+..,11.615322,0
8.97,3.02,0.8,0.934,G8III/IV,16.370035,1
8.15,1.54,1.17,1.397,K3III,14.087604,0
8.24,1.6,1.38,1.19,B1.5Ia comp,14.2606,0
7.27,13.56,0.92,0.609,G1V,17.9313,1
9.49,6.01,1.61,0.679,G5/G6V,18.384373,1
9.34,15.23,0.94,0.695,G6/G8V,20.2535,1
5.76,8.27,1.06,1.664,K5III,15.3475275,0
8.9,1.87,1.12,1.378,K2/K3III,15.259208,0
7.04,5.61,0.72,1.122,K0IIIp,15.784814,0
7.87,3.5,2.08,0.403,F2V,15.590341,1
6.33,23.02,0.89,0.492,F3V,18.140526,1
5.2,23.41,2.44,0.063,A2V,17.047009,1
7.7,-2.97,2.23,0.53,O9.5III,15.063782,0
7.03,22.72,0.8,0.641,G2/G3V,18.812042,1
8.22,3.2,1.07,1.033,K1III,15.74575,0
8.11,6.61,2.22,0.546,F7V,17.211006,1
8.15,4.14,1.1,0.956,G8III,16.235,0
8.78,9.71,1.09,0.798,G8IV,18.716095,1
8.48,3.34,1.13,1.039,G8III,16.098732,0
9.51,5.69,1.29,0.833,G8V,18.28556,1
6.71,6.94,0.71,1.109,K1III,15.916798,0
9.71,1.51,1.23,-0.01,B9IV,15.604885,1
8.69,2.09,1.3,0.979,K0III,15.290731,0
7.47,2.36,0.58,1.507,K4III,14.334559,0
7.56,7.49,0.97,0.099,A1V,16.93241,1
7.98,14.94,0.88,0.53,F6V,18.851753,1
7.46,10.54,1.73,0.6,K3III,17.574203,0
8.73,2.0,0.91,0.842,G3/G5II/III,15.235149,0
5.41,1.15,0.92,0.033,B0.5IV,10.713489,1
6.73,3.75,0.6,1.345,K3III,14.600157,0
9.72,5.91,1.49,0.821,G5III/IV,18.577938,1
6.34,9.51,0.58,0.884,G6III,16.230904,0
5.17,12.73,0.54,0.896,G8III,15.694141,0
7.38,2.89,0.71,1.326,K3III,14.68449,0
7.96,12.4,0.93,0.546,G1V,18.427109,1
7.14,8.99,0.84,0.885,G8IV,16.908798,1
6.42,21.09,0.82,0.331,A9V,18.040382,1
3.3,18.56,0.46,-0.079,A0V:,14.64289,1
8.51,13.25,1.08,0.649,G3V,19.121078,1
6.58,4.78,1.31,1.445,G8III-IV...,14.977139,1
8.27,1.24,0.65,0.042,B9V,13.737109,1
7.0,26.68,1.18,0.531,F8V,19.130928,1
8.05,15.82,1.07,0.63,G2/G3V,19.046032,1
8.32,1.99,0.66,0.058,B6V(n),14.814264,1
9.22,-0.51,1.21,-0.024,O9.5V:,12.757851,1
8.78,3.45,1.14,1.127,K0III,16.469095,0
6.82,2.08,0.57,1.698,M4III,13.410316,0
8.84,11.34,0.74,0.559,F7V,19.113066,1
8.29,4.81,1.24,1.165,K1III,16.700726,0
7.2,2.75,0.81,1.081,K0III,14.396664,0
8.74,25.32,1.15,0.749,K0V,20.757318,1
8.73,4.69,1.17,1.519,K3/K4III,17.085865,0
9.11,6.65,1.24,0.552,F8V,18.224108,1
8.53,1.74,0.83,1.472,K3III,14.732746,0
8.32,3.21,1.12,0.019,A0V,15.852525,1
8.57,10.86,0.83,0.468,F5V,18.74915,1
4.2,10.79,0.61,-0.013,B9Vvar,14.365108,1
7.58,4.42,0.79,0.972,G8III,15.807111,0
5.58,2.27,0.59,-0.176,B2.5IV,12.360128,1
6.32,5.8,0.82,1.176,K1III,15.13714,0
7.88,3.96,1.09,1.129,K0III,15.868476,0
9.12,16.62,1.33,0.656,G2V,20.223156,1
7.52,0.13,0.88,0.649,F2/F3II,8.089717,0
8.78,2.76,1.26,0.349,F0V,15.984546,1
8.19,9.59,0.66,0.48,F5V,18.099094,1
8.91,2.67,0.99,1.141,K0III/IV,16.042557,1
10.37,42.03,1.98,1.46,M1Ve+...,23.487797,1
5.51,11.43,0.49,-0.024,A0V,15.800232,1
6.31,2.09,0.9,-0.133,B5V,12.910732,1
8.33,2.73,1.15,1.695,M1III:,15.510814,0
8.22,4.34,0.65,0.445,F3V,16.407448,1
8.69,1.97,0.85,1.444,K4III,15.162331,0
6.27,7.49,0.62,1.01,G8/K0III,15.642408,0
8.15,2.76,1.04,-0.096,B5II,15.354546,0
4.65,-0.01,0.54,0.474,A6Ia,-0.3499999,0
9.38,1.14,0.99,1.111,G8III,14.664524,0
6.25,8.42,0.83,1.021,F4IV...,15.87656,1
8.68,10.95,0.9,0.463,F5V,18.877071,1
8.01,2.35,1.36,-0.043,B7V,14.865339,1
9.35,0.76,1.06,1.301,K1III+...,13.754068,0
5.22,12.58,0.66,0.984,G6III,15.718403,0
7.73,5.26,0.82,0.475,F3III,16.334929,0
6.49,13.89,1.2,0.311,A8V,17.20351,1
8.19,2.49,1.07,0.287,A6IV/V,15.170996,1
6.71,-1.85,2.12,0.08,B0.5Vp...,13.045858,1
9.09,8.21,3.11,0.637,G3V,18.661716,1
7.1,4.53,0.87,0.007,A1II:,15.380491,0
8.82,6.54,0.88,0.546,F8V,17.897888,1
6.58,10.56,0.95,0.891,G8III/IV,16.69832,1
8.77,1.36,0.83,1.508,M0/M1III:,14.4376955,0
8.37,20.78,1.21,0.642,G3/G5V,19.95823,1
8.63,1.68,1.1,1.067,K0III,14.756546,0
8.08,1.9,1.02,0.997,G9III-IV,14.473768,1
8.49,7.05,1.24,1.089,K1III,17.730946,0
9.26,3.04,0.95,0.074,A0V,16.674368,1
7.7,55.76,0.76,0.946,K2/K3V,21.431614,1
7.28,26.78,0.95,0.704,G2V SB,19.419054,1
3.12,37.94,0.57,1.146,K1.5III,16.015488,0
5.37,5.44,0.9,-0.092,B2.5IV,14.047995,1
7.72,4.08,0.94,0.878,G8III/IVmva,15.7733,1
7.94,3.98,1.02,0.925,G8/K0III,15.939415,0
5.43,4.71,0.89,0.904,G0Ib,13.795105,0
8.14,6.87,1.01,0.3,A9V,17.324783,1
8.15,1.91,0.65,0.985,G8II/III,14.555166,0
5.98,5.44,0.86,0.01,B9.5IV,14.657995,1
9.4,6.09,1.55,0.519,K2/K3III:,18.323086,0
8.05,3.39,0.81,0.172,A0V,15.700999,1
6.38,8.65,0.64,1.141,K2III,16.065079,0
7.01,6.41,0.72,0.192,A6V,16.04429,1
8.47,8.4,1.63,0.407,F0V,18.091396,1
7.49,3.45,0.69,0.024,B4III,15.179095,0
8.44,-0.24,1.35,1.559,K4/K5III,10.341056,0
5.13,9.08,0.87,0.934,G8II,14.920429,0
9.78,1.11,2.81,0.598,G0V,15.006615,1
7.97,4.05,1.0,0.972,G8III/IV,16.007275,1
8.4,3.97,2.45,0.387,A5V:,16.393951,1
7.66,3.2,1.06,1.827,M0III,15.185749,0
7.99,5.78,1.1,1.011,K0III,16.799639,0
7.8,5.83,1.17,1.089,G8III,16.628344,0
8.25,1.51,1.08,1.068,G8III,14.144884,0
7.8,3.06,0.81,-0.04,B9III,15.228607,0
8.84,1.02,0.81,0.909,F8/G0Ib,13.883001,0
8.31,2.85,0.98,1.198,K1/K2III,15.584225,0
7.92,1.8,0.93,1.656,M4II,14.1963625,0
7.02,4.95,0.82,0.95,G5III,15.493025,0
4.63,9.19,0.85,-0.082,B8II/III,14.446578,0
8.59,3.69,1.02,0.124,A0V,16.425133,1
8.46,5.09,1.94,0.256,A9/F0V,16.993587,1
9.03,0.54,1.88,0.3,B1Vp,12.691969,1
7.36,5.48,0.98,0.943,G8III,16.053904,0
8.44,6.98,0.86,0.45,F3V,17.659275,1
4.71,7.88,0.72,-0.148,B5V,14.192631,1
8.29,2.94,0.76,0.068,A0V,15.631737,1
8.06,12.27,0.99,0.453,F3/F5V,18.504223,1
6.11,1.75,0.83,1.674,M1/M2III,12.325191,0
2.79,9.02,0.49,0.954,G2II,12.566033,0
8.09,3.84,0.88,1.564,M1III,16.011658,0
8.87,1.35,1.29,1.172,K0III,14.521669,0
5.92,8.96,0.52,0.993,G9III,15.68154,0
9.34,1.77,0.98,1.18,G8/K0III,15.579866,0
9.11,2.87,1.19,0.905,K0III,16.39941,0
6.57,6.97,0.52,1.007,K0III,15.786163,0
8.22,13.65,0.74,0.579,G1V,18.895664,1
9.06,6.26,1.3,0.466,F2V,18.042873,1
9.02,5.15,1.19,0.261,A1V,17.579037,1
7.5,6.93,0.57,1.219,K2III,16.703667,0
8.25,2.79,1.11,0.747,G1V,15.478022,1
8.27,5.72,0.76,0.164,A3III,17.05698,0
9.3,2.53,1.33,0.96,G8III,16.315603,0
8.8,2.89,1.14,0.048,B9III,16.10449,0
6.81,24.98,0.87,0.504,F5/F6V,18.797962,1
7.97,2.77,0.98,0.897,G8III,15.182398,0
6.95,22.83,0.96,0.475,F5V,18.74253,1
6.0,16.07,0.74,0.31,F0V,17.030079,1
8.79,3.32,1.25,1.04,G9III,16.39569,0
8.84,2.38,1.57,0.003,A0V,15.722885,1
9.84,2.75,2.45,-0.3,B8V,17.036663,1
7.88,3.88,0.7,0.314,A8/A9III,15.824159,0
8.62,4.7,1.1,1.12,K0III,16.98049,0
7.96,1.5,1.02,1.364,K2III,13.840456,0
9.15,3.75,1.33,1.079,G5III,17.020157,0
8.21,1.97,0.98,1.557,K5III,14.682331,0
7.17,27.36,0.93,0.593,G0V,19.355581,1
8.96,1.4,1.24,0.909,G6IV,14.69064,1
8.19,3.96,1.49,0.397,A9/F0V,16.178474,1
4.65,9.16,0.85,0.122,A5V,14.459476,1
8.72,2.35,1.04,1.015,K0III,15.57534,0
10.31,44.75,1.58,1.316,K7V,23.563965,1
10.05,8.24,1.5,0.597,G3V,19.629635,1
9.67,12.49,1.44,0.627,G3V,20.152813,1
8.71,5.06,1.23,0.502,F5V,17.230751,1
8.59,1.04,1.28,1.308,K2IV,13.675167,1
8.38,6.98,1.19,1.346,K1III,17.599277,0
7.92,7.11,0.64,1.026,K1III,17.179348,0
10.48,1.69,2.1,-0.12,B4II/III,16.619432,0
6.66,2.02,0.85,-0.152,B3V,13.186756,1
10.84,15.44,1.9,1.04,K3V,21.783237,1
9.08,0.5,1.34,1.022,K0III,12.57485,0
6.15,6.87,1.03,0.264,A3III,15.334784,0
6.32,26.59,0.85,0.517,F7V,18.443592,1
5.87,3.54,0.63,1.502,K3III,13.615016,0
11.05,57.59,2.56,1.495,M0V:,24.851736,1
8.4,5.16,1.99,0.971,G5III,16.96325,0
6.62,8.68,1.01,1.23,K2III-IV,16.3126,1
6.64,1.22,1.09,-0.119,B6III,12.071799,0
5.57,13.11,0.58,1.076,G9III:,16.158014,0
9.12,7.86,1.37,0.597,G0V,18.597113,1
8.59,7.9,1.17,0.41,F3IV,18.078136,1
5.27,9.82,0.68,-0.013,A0V,15.2305565,1
9.34,3.99,1.52,0.553,F5IV,17.344864,1
6.4,14.9,0.89,0.383,F1V,17.265932,1
8.33,5.14,1.05,0.106,B9V,16.884815,1
7.89,-1.01,0.95,-0.034,B2III,12.911606,0
9.58,4.78,1.89,0.7,G0V,17.977139,1
11.69,7.25,2.41,1.192,K2III,20.99169,0
5.41,6.25,0.53,-0.101,B8II-IIIp..,14.3894005,0
7.24,2.81,0.74,0.951,G8III,14.483531,0
9.06,4.96,1.55,1.448,K4IV,17.537409,1
8.86,2.79,1.35,1.184,K0III,16.08802,0
8.23,7.5,0.85,0.282,A7V,17.605305,1
7.97,7.84,1.26,0.387,F0IV,17.44158,1
8.46,1.52,1.17,-0.086,B3V,14.369218,1
8.18,0.88,1.11,1.6,M2/M3III,12.902414,0
9.33,1.63,1.52,1.12,K0III,15.390938,0
9.03,3.51,0.95,1.713,K3III,16.756535,0
8.94,2.83,0.94,1.322,K2III,16.198933,0
6.21,8.8,0.87,0.01,A0V,15.932413,1
9.27,0.32,2.76,1.75,K3V,11.79575,1
6.41,-0.17,0.66,1.081,G0Ib,7.5622444,0
7.43,2.38,0.89,1.216,K2IIICN...,14.312885,0
8.04,4.14,0.82,1.057,G9III-IV,16.125002,1
7.94,1.73,0.95,0.079,B7V,14.130231,1
7.52,27.62,0.59,0.655,G5V,19.726118,1
6.45,5.88,0.91,1.003,G8III,15.296886,0
9.01,6.76,1.95,0.5,F7IV,18.159733,1
8.37,13.92,0.8,0.526,F7V,19.088196,1
6.96,0.91,0.75,1.572,K4III,11.755207,0
7.8,3.11,0.98,1.512,K3III,15.263803,0
9.16,27.61,1.28,1.057,K5V,21.365332,1
7.65,7.15,1.06,1.102,K0III,16.92153,0
5.95,4.42,0.86,1.544,K3III,14.177111,0
8.28,5.3,0.98,0.556,F3IV,16.901379,1
8.33,7.55,1.18,0.358,F2/F3IV/V,17.719734,1
7.33,6.66,0.78,1.127,K2III,16.44737,0
9.53,-0.43,1.52,1.3,F5IIIvar,12.697342,0
9.24,8.93,1.39,0.727,G6IV/V,18.994257,1
7.67,7.82,0.92,0.278,A8V,17.136034,1
8.37,3.9,1.09,0.9,F2V,16.325323,1
7.17,12.71,0.83,0.277,A8V,17.690727,1
5.9,1.39,0.83,1.528,K3III,11.615074,0
6.74,6.7,0.64,1.054,K0III,15.870374,0
6.37,9.42,0.79,1.006,K0III,16.240253,0
6.99,6.41,0.96,0.375,F3V,16.02429,1
8.58,13.2,0.78,0.549,F8/G0V,19.182869,1
8.12,5.69,0.94,0.353,F2III/IV,16.895561,1
9.17,6.29,1.3,0.38,F1IVn,18.163254,1
6.18,7.63,0.6,1.032,G9III-IV,15.592623,1
6.45,8.6,0.91,0.422,F6III-IV,16.122494,1
7.48,13.01,0.58,0.534,F6V,18.051386,1
8.7,12.57,1.24,0.561,G0V,19.196674,1
8.17,7.15,1.41,0.563,F8V,17.44153,1
7.74,2.53,0.67,1.29,K1III,14.755602,0
7.38,4.25,1.02,1.039,K0III,15.521945,0
8.82,8.14,1.4,0.547,F6/F7V,18.373123,1
8.91,5.72,1.18,0.449,F2II/III,17.69698,0
9.44,4.4,0.94,0.291,A8V,17.657263,1
8.4,2.9,1.08,1.264,K2III,15.71199,0
9.49,6.82,2.96,0.757,G5/G6V,18.65892,1
8.56,6.27,1.0,0.42,F3IV/V,17.546337,1
7.81,3.8,0.68,-0.012,A0V,15.708918,1
8.97,2.03,1.46,1.368,K2III,15.507481,0
8.75,14.9,1.07,0.576,G2/G3V,19.615932,1
9.02,5.84,0.83,0.686,G5IV,17.852066,1
7.61,4.53,0.86,0.968,G4III,15.8904915,0
9.09,8.34,1.18,0.503,F7V,18.695831,1
9.18,1.07,1.28,1.189,K2III,14.32692,0
9.38,11.99,1.12,0.578,G1V,19.774097,1
6.88,1.57,0.84,0.83,F5Iab,12.859499,0
7.97,9.73,0.97,0.591,G0/G1V,17.910564,1
8.82,1.23,1.01,1.053,G8III,14.269526,0
6.19,2.25,0.55,-0.123,B3Vne,12.950912,1
9.3,4.84,1.39,0.521,F5V,17.724228,1
10.13,2.92,2.05,0.492,F0V,17.456913,1
8.0,1.53,1.54,0.953,G6III,13.923457,0
7.14,3.61,0.62,-0.08,B8V,14.927536,1
8.5,10.25,0.75,0.498,F5V,18.55362,1
8.93,11.68,1.38,1.582,G5V,19.267216,1
8.78,2.4,0.75,0.102,A0IV,15.681056,1
8.57,2.57,1.04,1.05,K0III,15.619665,0
7.62,2.53,0.89,1.56,K5III...,14.635603,0
6.64,43.74,0.84,0.634,G4V,19.844393,1
5.28,7.3,0.7,0.972,G8II-IIIvar,14.596615,0
9.23,11.85,1.54,0.589,G1V,19.59859,1
8.68,6.8,0.8,0.402,F0V,17.842545,1
8.36,2.69,0.78,1.044,G8/K0III,15.508761,0
7.74,2.39,1.41,0.059,A5V+...,14.6319895,1
8.87,4.62,1.03,0.171,A3V,17.19321,1
9.56,9.19,1.05,0.679,G8V,19.37658,1
9.18,3.49,1.4,1.447,K1/K2IIIp..,16.894127,0
6.96,2.84,0.78,1.485,K4/K5III,14.226592,0
8.41,24.51,0.99,0.725,G5V,20.356716,1
7.88,5.3,0.81,0.72,G3IV/V,16.501379,1
8.14,1.89,1.03,1.581,M1III,14.522309,0
6.41,7.89,0.87,0.162,A1V,15.895386,1
7.09,6.18,0.99,1.563,K2/K3III,16.044943,0
9.56,7.49,1.49,0.78,G8IV,18.93241,1
9.35,3.91,1.56,0.41,F2V,17.310884,1
8.64,9.93,1.11,0.387,F0V,18.624746,1
9.72,9.74,1.02,0.64,G3/G5IV/V,19.662796,1
9.33,5.13,1.0,0.539,F6V,17.880587,1
4.77,19.22,0.97,0.41,F5V+...,16.188766,1
9.45,3.94,1.46,1.205,K1III,17.42748,0
7.72,1.25,0.92,-0.08,B5V,13.20455,1
9.98,6.1,1.86,0.651,G2V,18.906649,1
8.34,2.67,0.77,0.189,A3/A4V,15.472557,1
8.33,1.54,0.75,0.112,B9III,14.267604,0
7.4,3.72,0.75,-0.051,B8/B9Vn,15.252714,1
7.21,0.08,0.67,0.153,B0.5Ib,6.72545,0
9.1,1.86,1.38,0.333,F0IV,15.447565,1
8.57,2.59,0.82,0.988,G8III,15.636498,0
9.82,-1.3,1.51,0.03,B8/B9V,15.389716,1
8.24,3.61,0.97,0.21,A0IV/V,16.027536,1
8.87,-0.33,1.1,1.278,F8Ia,11.462569,0
8.59,0.37,1.06,0.222,A4V,11.431009,1
9.06,-0.8,1.41,1.293,G6/G8III:,13.575451,0
9.02,8.54,1.72,0.724,G3V,18.67729,1
12.31,18.8,4.99,1.336,M0V:,23.68079,1
9.32,10.74,1.25,0.643,G3V,19.475021,1
7.85,-0.91,1.19,-0.248,B1V,12.645206,1
9.08,2.51,0.82,0.145,A2III,16.07837,0
8.61,4.34,1.19,1.105,K1III,16.797447,0
7.54,2.12,0.78,1.381,K4III,14.1716795,0
4.85,12.11,0.83,0.911,G8III,15.26572,0
6.83,8.4,0.73,0.205,F0III,16.451397,0
6.35,25.42,1.05,0.417,F5V,18.37588,1
7.57,48.06,1.14,0.868,K2V,20.978918,1
6.8,9.16,0.79,0.16,A3V,16.609478,1
7.64,4.24,1.07,1.223,K1III,15.776829,0
9.23,17.65,1.42,0.842,K0V,20.463722,1
7.48,3.35,0.98,1.94,M1III,15.105225,0
7.15,5.61,0.97,1.193,K1III,15.894814,0
5.08,3.91,0.67,-0.023,B4Vnp,13.040884,1
8.58,2.73,0.84,1.19,K1III,15.760814,0
8.09,3.17,1.05,0.04,B9V,15.595297,1
8.78,1.63,1.1,1.215,K2III,14.840939,0
5.99,6.91,0.87,-0.024,B9.5Vn,15.187389,1
9.08,2.01,0.84,0.093,A0Vs,15.59598,1
8.32,5.32,0.9,0.478,F2III,16.949558,0
8.3,44.44,1.52,1.051,K5V,21.53887,1
8.95,6.26,1.16,0.27,A0V,17.932873,1
7.97,0.05,0.77,0.219,B0.5III,6.4648495,0
9.3,7.17,1.33,0.664,G5IV,18.577595,1
9.0,2.24,0.88,-0.012,B9II,15.75124,0
8.73,1.81,0.97,0.909,G5III,15.018393,0
4.66,17.31,0.65,1.075,K0III,15.851484,0
9.38,5.88,3.08,0.809,G6/G8III/IV,18.226887,1
8.26,10.8,1.03,0.663,G3V,18.42712,1
7.41,1.17,0.95,1.673,M0III,12.750929,0
5.9,13.48,0.87,0.303,F0V,16.54845,1
7.34,5.36,1.05,0.939,G8III,15.985825,0
5.69,1.92,0.63,-0.165,B2II,12.106506,0
8.26,4.64,2.05,0.96,G2V SB,16.59259,1
7.96,3.7,1.13,1.117,K0III,15.801009,0
8.51,10.0,0.79,0.458,F2IV,18.51,1
9.45,3.12,0.98,0.333,F2/F3V,16.920773,1
8.48,2.02,1.13,1.023,G8III,15.006756,0
8.95,10.89,1.26,0.54,F6V,19.13514,1
7.09,7.86,0.98,1.172,K1III,16.567112,0
8.41,15.43,0.71,0.741,G5V,19.35183,1
8.23,7.21,1.13,0.287,A7V,17.519676,1
8.17,9.75,0.99,0.347,F2III,18.115023,0
8.52,5.19,1.28,0.886,G8IV,17.095837,1
7.7,1.1,0.83,0.008,A0III,12.906963,0
7.8,4.99,0.67,0.027,A0V,16.290504,1
10.02,4.72,1.11,0.434,F3V,18.38971,1
6.74,3.08,0.94,-0.154,B2V,14.182753,1
8.59,2.95,1.23,0.796,A0V+...,15.93911,1
8.91,3.93,1.13,0.356,F0III,16.881962,0
8.29,5.67,0.98,0.911,K1III/IV,17.057915,1
8.25,2.35,0.68,-0.004,B8V,15.105339,1
8.99,3.63,0.85,1.164,K1III,16.789534,0
8.37,1.47,1.05,1.78,M2III:,14.206587,0
7.39,1.76,0.91,1.468,K4III,13.617563,0
7.91,2.74,0.83,1.671,M1III,15.098753,0
7.34,3.03,0.81,-0.09,B6III,14.747213,0
8.94,3.09,1.32,1.062,K0III,16.389793,0
6.72,8.31,0.9,1.176,K0/K1III,16.318005,0
6.15,2.93,0.82,1.652,M0III,13.484339,0
8.46,4.31,1.22,1.13,K0V,16.632385,1
8.38,2.83,1.41,0.104,A2IV/V,15.638932,1
7.11,3.77,0.66,1.233,K0III,14.991707,0
8.53,12.35,1.42,0.505,F5V,18.988335,1
7.65,3.65,0.82,1.495,K5III,15.461464,0
6.42,-0.81,0.84,-0.189,O9V,10.962425,1
7.18,1.9,0.85,-0.046,B8/B9II,13.573769,0
9.51,1.19,1.05,0.578,B0Ibp,14.887735,0
9.58,12.24,1.44,0.7,G5V,20.018908,1
8.66,3.16,1.32,1.6,K3/K4III:,16.158436,0
6.91,8.16,1.07,1.2,K0III,16.46845,0
7.87,2.49,0.95,0.749,F8IV,14.850996,1
7.49,1.89,0.87,1.206,K0III,13.872309,0
6.7,16.77,0.59,0.329,F4IIIp,17.822666,0
4.46,9.49,0.82,1.166,K3III...,14.346331,0
8.34,4.12,0.9,0.228,A5V,16.414486,1
6.65,4.74,0.64,0.985,G8III,15.0288925,0
7.76,1.75,1.13,1.22,K1III,13.975191,0
4.84,9.05,0.73,1.372,K4III,14.623243,0
9.7,4.57,3.74,1.147,G8III:,17.99958,0
9.58,11.5,1.07,0.745,G5V,19.883488,1
6.84,6.72,0.79,1.101,K1III,15.976847,0
6.12,9.31,0.9,1.076,K1III,15.964748,0
6.51,9.77,1.34,0.446,F5V,16.459473,1
6.84,7.32,0.91,0.921,G8III-IV,16.162556,1
6.47,2.78,0.68,1.592,K2III,13.690224,0
8.39,1.25,1.08,0.022,B8Vn,13.87455,1
7.47,3.21,0.65,1.631,M1III,15.002525,0
6.09,6.79,0.83,-0.035,A0Vs,15.24935,1
7.67,4.45,0.6,1.022,K0III,15.9118,0
8.47,2.28,1.0,1.537,K5III,15.259674,0
8.39,1.93,0.75,1.192,K3III,14.817787,0
8.38,3.44,1.07,-0.075,B8V,16.062792,1
7.87,-0.03,1.08,1.629,M1III,5.255606,0
6.57,16.2,1.87,0.363,F2V,17.617575,1
9.62,3.84,1.87,0.6,F2V,17.541656,1
8.84,-0.2,2.66,-0.006,B8/B9V,10.34515,1
8.78,1.96,1.51,1.297,K2III,15.241281,0
7.98,2.9,0.91,0.273,A1III/IVm..,15.29199,1
9.05,1.98,1.4,1.085,K0III,15.533326,0
9.3,5.8,0.97,0.49,F6V,18.11714,1
8.06,2.46,0.67,-0.056,B8V,15.014676,1
8.48,3.74,0.75,1.536,K3III,16.344358,0
8.79,3.77,1.17,0.904,G6III/IVw,16.671707,1
8.15,3.88,0.76,1.232,K2III,16.094158,0
9.28,4.35,1.2,1.047,K0III,17.472446,0
8.52,14.62,0.84,0.621,G0V,19.344738,1
9.36,18.94,1.33,0.779,G8/K0V,20.746899,1
7.53,5.47,0.85,0.125,A3V,16.219936,1
8.83,1.3,0.94,-0.051,B9Vn,14.399716,1
7.44,1.67,0.57,-0.11,B3IV/V,13.553582,1
12.1,269.05,7.57,1.85,M5.5Ve,29.249165,1
9.75,6.4,1.37,0.576,G5V,18.7809,1
8.07,2.33,1.17,1.32,K1/K2III,14.906779,0
8.96,3.05,0.94,1.227,K0/K1III,16.3815,0
7.06,17.52,0.53,0.427,F3V,18.27767,1
8.56,3.71,0.98,1.18,K2III,16.40687,0
9.62,16.45,1.41,0.663,G6V,20.700829,1
8.86,4.29,1.24,1.368,K1III,17.022285,0
8.83,3.01,1.26,1.148,K1III,16.222832,0
8.03,3.53,1.28,1.67,M1III,15.768873,0
8.01,1.37,0.95,0.306,A7III,13.6936035,0
7.12,17.17,1.24,0.411,F2/F3IV/V,18.29385,1
9.72,2.41,1.52,0.069,B9IV/V,16.630085,1
7.87,3.31,0.95,0.292,A8/A9V,15.469139,1
7.59,9.15,1.31,0.505,F6V,17.397106,1
7.51,0.7,1.44,1.64,M0/M1III,11.735491,0
